,contextFold,contrafold,e2efold,ipknot,mxfold,mxfold2,rna-state-inf,rna-structure,rnafold,spot-rna,ufold
3JAH_1_7,0.0,0.053,0.077,0.051,0.065,0.0,0.118,0.068,0.065,0.385,0.077
3JAI_1_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.514,0.0
3JAI_1_3,0.098,0.077,0.098,0.072,0.105,0.098,0.077,0.0,0.0,0.462,0.098
3JAI_1_7,0.0,0.052,0.076,0.05,0.063,0.0,0.115,0.067,0.063,0.377,0.076
3JAJ_1_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0
3JAJ_1_4,0.078,0.029,0.0,0.031,0.0,0.03,0.028,0.029,0.029,0.0,0.033
3JAJ_1_7,0.0,0.036,0.044,0.036,0.04,0.0,0.078,0.042,0.041,0.268,0.044
3JAN_1_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0
3JAN_1_4,0.078,0.029,0.0,0.031,0.0,0.03,0.028,0.029,0.029,0.0,0.033
3JAN_1_7,0.0,0.036,0.044,0.036,0.04,0.0,0.078,0.042,0.041,0.268,0.044
3JAP_1_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.0
3JAQ_1_1,0.0,0.236,0.0,0.0,0.289,0.0,0.0,0.0,0.0,0.0,0.0
3JB7_1_t-m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3JB9_1_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0
3JB9_1_N-P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3JBN_1_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0.0
3JBN_1_AB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293,0.0
3JBO_1_7,0.153,0.064,0.162,0.073,0.187,0.153,0.064,0.153,0.064,0.474,0.153
3JBO_1_AB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293,0.0
3JBP_1_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3JBP_1_AB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.321,0.0
3JBU_1_a,0.246,0.078,0.253,0.145,0.087,0.156,0.071,0.071,0.071,0.444,0.253
3JBU_1_v,0.213,0.122,0.213,0.065,0.0,0.213,0.204,0.0,0.204,0.304,0.213
3JBV_1_a,0.213,0.0,0.218,0.073,0.0,0.073,0.0,0.0,0.0,0.396,0.218
3JBV_1_V,0.261,0.216,0.261,0.229,0.213,0.261,0.063,0.272,0.061,0.333,0.261
3JBV_1_W,0.139,0.09,0.139,0.152,0.101,0.139,0.092,0.095,0.095,0.209,0.139
3JCD_1_8,0.0,0.059,0.0,0.061,0.0,0.079,0.083,0.079,0.079,0.392,0.157
3JCD_1_9,0.237,0.147,0.237,0.201,0.064,0.285,0.285,0.285,0.285,0.429,0.275
3JCD_1_B,0.138,0.042,0.138,0.055,0.051,0.047,0.041,0.04,0.039,0.296,0.138
3JCE_1_6,0.0,0.091,0.0,0.091,0.0,0.129,0.144,0.129,0.129,0.481,0.258
3JCE_1_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.389,0.0
3JCE_1_9,0.31,0.175,0.31,0.167,0.207,0.3,0.3,0.31,0.3,0.48,0.388
3JCE_1_B,0.127,0.038,0.131,0.053,0.042,0.038,0.035,0.035,0.034,0.345,0.131
3JCJ_1_0,0.146,0.0,0.152,0.075,0.0,0.046,0.0,0.0,0.0,0.35,0.152
3JCJ_1_v,0.0,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.174,0.0
3JCM_1_E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183,0.0
3JCM_1_F,0.136,0.544,0.0,0.192,0.111,0.544,0.544,0.101,0.192,0.236,0.201
3JCN_1_B,0.108,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.371,0.162
3JCN_1_v,0.0,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.174,0.0
3JCS_1_3,0.104,0.054,0.0,0.03,0.031,0.053,0.025,0.047,0.047,0.034,0.026
3JCS_1_4,0.065,0.211,0.0,0.226,0.062,0.105,0.226,0.218,0.204,0.068,0.246
3JCS_1_5,0.162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135,0.065
3JCS_1_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3JCS_1_8,0.246,0.167,0.149,0.173,0.177,0.17,0.167,0.167,0.177,0.3,0.211
3JCT_1_3,0.114,0.105,0.126,0.154,0.055,0.089,0.098,0.105,0.089,0.236,0.12
3JCT_1_6,0.378,0.333,0.0,0.236,0.333,0.333,0.167,0.333,0.222,0.316,0.316
3JQ4_1_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093,0.0
3K0J_1_E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298,0.0
3K0J_1_F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151,0.0
3K1V_1_A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101
3KFU_1_K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.365,0.0
3KFU_1_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.365,0.0
3KFU_1_M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298,0.0
3KFU_1_N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298,0.0
3KNA_1_B-C,0.0,0.408,0.0,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408
3KOA_1_B-C,0.0,0.707,0.707,0.0,0.0,0.408,0.0,0.0,0.0,0.0,0.707
3KTV_1_A,0.055,0.055,0.0,0.071,0.095,0.055,0.062,0.053,0.052,0.0,0.067
3KTV_1_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3KTW_1_C,0.139,0.051,0.0,0.06,0.051,0.132,0.132,0.051,0.051,0.455,0.056
3KTW_1_D,0.048,0.0,0.0,0.0,0.044,0.093,0.048,0.0,0.0,0.287,0.045
3L0U_1_A,0.0,0.087,0.0,0.087,0.0,0.118,0.129,0.0,0.118,0.456,0.236
3L3C_1_P,0.115,0.224,0.0,0.173,0.062,0.231,0.168,0.168,0.163,0.186,0.211
3L3C_1_Q,0.0,0.142,0.0,0.071,0.071,0.142,0.071,0.063,0.068,0.157,0.126
3L3C_1_R,0.0,0.135,0.0,0.077,0.077,0.14,0.073,0.07,0.07,0.162,0.135
3L3C_1_S,0.126,0.204,0.0,0.12,0.091,0.204,0.117,0.122,0.117,0.177,0.186
3LA5_1_A,0.16,0.16,0.0,0.16,0.16,0.16,0.16,0.16,0.16,0.34,0.185
3LOA_1_B-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3LQX_1_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.816,0.0
3LWO_1_D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3LWP_1_D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3LWQ_1_D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3LWR_1_D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3LWV_1_D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3MEI_1_A-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3MIJ_1_A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3MJ3_1_B,0.333,0.289,0.0,0.289,0.333,0.577,0.289,0.289,0.289,0.289,0.289
3MJA_1_B,0.333,0.289,0.0,0.289,0.333,0.577,0.289,0.289,0.289,0.289,0.289
3MJB_1_A,0.333,0.289,0.0,0.289,0.333,0.577,0.289,0.289,0.289,0.289,0.289
3MOJ_1_A,0.267,0.25,0.204,0.134,0.267,0.25,0.25,0.0,0.25,0.354,0.0
3MQK_1_D-E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3MUM_1_R,0.0,0.0,0.0,0.0,0.089,0.0,0.0,0.0,0.0,0.224,0.0
3MUR_1_R,0.0,0.0,0.0,0.0,0.0,0.161,0.0,0.0,0.0,0.257,0.0
3MUT_1_R,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.0,0.0,0.213,0.0
3MUV_1_R,0.0,0.094,0.0,0.0,0.0,0.094,0.073,0.0,0.0,0.29,0.069
3MXH_1_R,0.0,0.0,0.0,0.0,0.0,0.089,0.0,0.0,0.0,0.207,0.0
3NCU_1_C-D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3NDB_1_M,0.139,0.139,0.0,0.069,0.074,0.148,0.148,0.148,0.148,0.381,0.124
3NKB_1_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099,0.0
3NL0_1_B-C,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
3NMU_1_D-I,0.369,0.369,0.0,0.405,0.405,0.369,0.342,0.302,0.342,0.405,0.405
3NMU_1_E-K,0.392,0.392,0.0,0.419,0.419,0.37,0.37,0.392,0.32,0.439,0.419
3NPN_1_A,0.139,0.113,0.0,0.124,0.0,0.139,0.113,0.113,0.113,0.34,0.113
3NPQ_1_A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3NPQ_1_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3NPQ_1_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3NVI_1_E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.354,0.0
3NVI_1_F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.354,0.0
3NVK_1_K-G,0.378,0.378,0.189,0.378,0.378,0.378,0.218,0.218,0.189,0.436,0.378
3NVK_1_L-S,0.167,0.167,0.0,0.167,0.167,0.167,0.136,0.136,0.136,0.272,0.167
3OL9_1_B-F-C-G-D-H,0.667,0.0,0.0,0.0,0.816,0.0,0.0,0.0,0.667,0.0,0.0
3OL9_1_J-N-K-O-L-P,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3OLB_1_J-N-K-O-L-P,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3OUY_1_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3OV7_1_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3OVA_1_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3OVB_1_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3OVB_1_D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3OVS_1_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3OVS_1_D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3OW2_1_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0
3OWI_1_A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.327,0.0
3OWI_1_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218,0.0
3OWW_1_A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0
3OWW_1_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185,0.0
3OWZ_1_A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218,0.0
3OWZ_1_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228,0.0
3OX0_1_A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.342,0.0
3OX0_1_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.0
3OXB_1_A,0.139,0.139,0.0,0.139,0.139,0.139,0.139,0.139,0.139,0.462,0.139
3OXB_1_B,0.113,0.113,0.0,0.113,0.124,0.113,0.113,0.113,0.113,0.351,0.113
3OXD_1_A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408,0.0
3OXD_1_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306,0.0
3OXE_1_A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.327,0.0
3OXE_1_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.0
3OXJ_1_A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0
3OXJ_1_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.0
3OXM_1_A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.342,0.0
3OXM_1_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.0
3P22_1_A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3P22_1_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3P22_1_E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3P22_1_G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3P49_1_A,0.0,0.0,0.0,0.046,0.053,0.0,0.0,0.044,0.0,0.046,0.046
3P59_1_E-A-C-G-B-D-F-H,0.0,0.0,0.0,0.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0
3PDR_1_A,0.164,0.077,0.0,0.099,0.104,0.091,0.091,0.088,0.091,0.17,0.074
3PDR_1_X,0.099,0.038,0.0,0.046,0.05,0.043,0.043,0.043,0.043,0.121,0.037
3PHP_1_A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3PIO_1_Y,0.113,0.105,0.118,0.105,0.065,0.152,0.0,0.0,0.101,0.263,0.109
3PIP_1_Y,0.083,0.083,0.089,0.083,0.101,0.121,0.045,0.042,0.079,0.249,0.086
3PLA_1_G-H-I-J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3PLA_1_N-O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3Q1Q_1_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294,0.0
3Q1R_1_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303,0.0
3Q3Z_1_A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306,0.0
3Q3Z_1_V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277,0.0
3Q50_1_A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124,0.0
3Q51_1_A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.0,0.0,0.124
3QJJ_1_Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3QRP_1_B-C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3QSY_1_D,0.364,0.091,0.364,0.174,0.364,0.364,0.364,0.364,0.364,0.435,0.364
3R1C_1_a-b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3R1C_1_A-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3R1C_1_c-d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3R1C_1_C-D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3R1C_1_e-f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3R1C_1_E-F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3R1C_1_g-h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3R1C_1_G-H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3R1C_1_i-j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3R1C_1_I-J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3R1C_1_K-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3R1C_1_M-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3R1C_1_O-P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3R1C_1_Q-R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3R1C_1_S-Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3R1C_1_T-U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3R1C_1_V-Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3R1C_1_W-X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3R1D_1_A-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3R1D_1_C-D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3R1H_1_C,0.098,0.088,0.0,0.098,0.088,0.088,0.092,0.088,0.084,0.175,0.113
3R1H_1_F,0.098,0.098,0.0,0.098,0.098,0.098,0.113,0.092,0.092,0.185,0.113
3R1L_1_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114,0.0
3R1L_1_F,0.088,0.088,0.0,0.088,0.088,0.088,0.098,0.088,0.084,0.167,0.098
3R2D_1_R-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3R4F_1_A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.365,0.0
3R9X_1_C,0.354,0.354,0.0,0.354,0.354,0.354,0.354,0.354,0.354,0.354,0.354
3RG5_1_A,0.0,0.0,0.174,0.0,0.0,0.0,0.0,0.0,0.0,0.369,0.107
3RG5_1_B,0.0,0.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.424,0.141
3RKF_1_A,0.0,0.0,0.0,0.0,0.102,0.0,0.0,0.0,0.0,0.167,0.088
3RKF_1_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218,0.12
3RKF_1_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123,0.135
3RKF_1_D,0.0,0.0,0.0,0.0,0.089,0.0,0.0,0.0,0.0,0.149,0.079
3RW6_1_F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3RW6_1_H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3S4P_1_A-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0
3S7C_1_A,0.169,0.189,0.0,0.189,0.218,0.189,0.189,0.0,0.0,0.0,0.154
3S8U_1_A,0.0,0.236,0.236,0.236,0.236,0.289,0.289,0.0,0.0,0.0,0.236
3SD3_1_A,0.0,0.183,0.0,0.0,0.0,0.105,0.231,0.163,0.195,0.316,0.115
3SIU_1_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3SIU_1_F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3SIV_1_C-F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3SIV_1_I-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3SJ2_1_A-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3SKI_1_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0
3SKL_1_A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3SKL_1_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3SKR_1_A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3SKR_1_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3SKT_1_A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3SKT_1_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3SKW_1_A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3SKW_1_B,0.189,0.154,0.0,0.189,0.169,0.189,0.189,0.189,0.189,0.169,0.169
3SN2_1_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3SUH_1_X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.283,0.0
3SUX_1_X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.239,0.0
3SUY_1_X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228,0.0
3SYW_1_A-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3SZX_1_A-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3T1H_1_X-W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3T1Y_1_X-W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3T4B_1_A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183,0.236
3TD0_1_B-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3TD1_1_B-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3TRA_1_A,0.0,0.0,0.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3TRZ_1_U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3TRZ_1_V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3TRZ_1_W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3TRZ_1_X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3TRZ_1_Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3TRZ_1_Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3TS0_1_U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3TS0_1_V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3TUP_1_T,0.277,0.0,0.277,0.0,0.124,0.277,0.0,0.16,0.0,0.647,0.277
3TZR_1_A-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3U4M_1_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.581,0.085
3U56_1_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495,0.071
3UCU_1_R,0.0,0.0,0.0,0.0,0.0,0.079,0.0,0.0,0.0,0.202,0.0
3UCZ_1_R,0.0,0.0,0.0,0.0,0.0,0.102,0.0,0.0,0.0,0.25,0.0
3UD3_1_R,0.0,0.0,0.0,0.0,0.0,0.082,0.0,0.0,0.0,0.197,0.0
3UD4_1_R,0.0,0.0,0.0,0.0,0.0,0.099,0.0,0.0,0.0,0.243,0.0
3UMY_1_B,0.0,0.0,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.075
3UZS_1_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3V11_1_D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204,0.0
3V7E_1_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0
3V7E_1_D,0.036,0.038,0.0,0.04,0.039,0.038,0.039,0.038,0.038,0.074,0.038
3VJR_1_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
3VJR_1_D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
3VNU_1_G-T,0.0,0.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408,0.0
3VRS_1_A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316,0.447
3VYY_1_E-F,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3W1K_1_F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236,0.0
3W1K_1_G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.302,0.0
3W1K_1_H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.246,0.0
3W1K_1_I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.246,0.0
3W1K_1_J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.246,0.0
3W3S_1_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.447,0.0
3WBM_1_X-Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3WC1_1_P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204,0.0
3WC1_1_Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218,0.0
3WC2_1_P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.404,0.134
3WC2_1_Q,0.088,0.0,0.088,0.0,0.0,0.088,0.0,0.0,0.0,0.361,0.088
3WFQ_1_A,0.183,0.183,0.183,0.183,0.0,0.183,0.158,0.183,0.183,0.598,0.183
3WFQ_1_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.577,0.0
3WFQ_1_C,0.151,0.151,0.151,0.151,0.0,0.151,0.135,0.151,0.151,0.603,0.151
3WFQ_1_D,0.144,0.144,0.144,0.144,0.0,0.144,0.129,0.144,0.144,0.577,0.144
3WFR_1_A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.544,0.0
3WFR_1_B,0.192,0.192,0.192,0.192,0.0,0.192,0.167,0.192,0.192,0.63,0.192
3WFR_1_C,0.158,0.158,0.158,0.158,0.0,0.158,0.141,0.158,0.158,0.632,0.158
