,contextFold,contrafold,e2efold,ipknot,mxfold,mxfold2,rna-state-inf,rna-structure,rnafold,spot-rna,ufold
3GS1_1_D-C-A-B,0.858,0.973,0.0,0.858,0.674,0.218,0.613,0.829,0.613,0.918,0.947
3GS5_1_A,0.474,1.0,0.0,0.866,0.866,0.0,0.866,0.866,0.866,0.935,0.612
3GS5_1_C,0.804,0.953,0.0,0.853,0.533,0.853,0.763,0.763,0.763,0.905,0.909
3GS8_1_D-C-A-B,0.858,0.973,0.0,0.858,0.674,0.218,0.613,0.829,0.613,0.918,0.947
3GVN_1_A-B,0.845,1.0,0.0,0.845,0.845,0.845,0.845,0.756,0.845,0.926,0.845
3GX2_1_A,0.834,0.928,0.0,0.792,0.891,0.91,0.834,0.62,0.928,0.91,1.0
3GX3_1_A,0.82,0.913,0.0,0.778,0.876,0.894,0.82,0.609,0.913,0.895,1.0
3GX5_1_A,0.82,0.913,0.0,0.778,0.876,0.894,0.82,0.609,0.913,0.895,1.0
3GX6_1_A,0.834,0.928,0.0,0.792,0.891,0.91,0.834,0.62,0.928,0.91,1.0
3GX7_1_A,0.813,0.91,0.0,0.77,0.872,0.91,0.813,0.594,0.91,0.891,1.0
3H5X_1_T-P,0.926,1.0,0.436,0.926,0.926,0.926,0.926,0.926,0.926,1.0,1.0
3H5Y_1_T-P,0.926,1.0,0.436,0.926,0.926,0.926,0.926,0.926,0.926,1.0,1.0
3HAX_1_E,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3HAY_1_E,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3HHN_1_C,0.798,0.809,0.045,0.809,0.809,0.809,0.706,0.767,0.809,0.795,0.978
3HHN_1_E,0.798,0.809,0.045,0.809,0.809,0.809,0.706,0.767,0.809,0.795,0.978
3HJW_1_D,1.0,1.0,0.283,1.0,1.0,1.0,1.0,0.968,1.0,1.0,1.0
3HJY_1_D-C-E,0.484,0.669,0.0,0.582,0.605,0.62,0.6,0.563,0.6,0.847,0.642
3HL2_1_E,0.871,0.965,0.117,0.692,0.658,0.852,0.631,0.62,0.631,0.834,0.91
3HTX_1_B-C,0.975,0.975,0.135,0.975,0.868,0.975,0.975,0.949,0.975,1.0,1.0
3HTX_1_E-F,0.975,0.975,0.135,0.975,0.868,0.975,0.975,0.949,0.975,1.0,1.0
3I55_1_9,0.889,0.508,0.984,0.525,0.355,0.5,0.816,0.5,0.5,0.952,0.936
3I56_1_9,0.889,0.508,0.984,0.525,0.355,0.5,0.816,0.5,0.5,0.952,0.936
3IAB_1_R,1.0,1.0,0.0,1.0,0.957,1.0,1.0,1.0,1.0,1.0,1.0
3ICQ_1_D,0.69,0.365,0.086,0.501,0.456,0.355,0.365,0.25,0.376,1.0,0.365
3ICQ_1_E,0.689,0.778,0.14,0.751,0.728,0.939,0.4,0.294,0.4,0.97,0.689
3ID5_1_D,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
3ID5_1_H,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
3IGI_1_A,0.75,0.806,0.041,0.869,0.678,0.908,0.663,0.438,0.939,0.773,0.853
3IQN_1_A,0.531,0.606,0.0,0.531,0.91,0.891,0.569,0.387,0.91,0.91,1.0
3IQP_1_A,0.539,0.916,0.0,0.845,0.916,0.898,0.79,0.395,0.881,0.899,1.0
3IQR_1_A,0.548,0.913,0.0,0.84,0.913,0.894,0.82,0.373,0.913,0.895,1.0
3IRW_1_R,0.262,0.894,0.0,0.566,0.805,0.872,0.725,0.358,0.25,0.873,0.754
3IVK_1_C,0.668,0.799,0.0,0.74,0.64,0.799,0.69,0.755,0.799,0.799,0.788
3IVK_1_M,0.668,0.799,0.0,0.74,0.64,0.799,0.69,0.755,0.799,0.799,0.788
3IVN_1_A,0.89,0.89,0.0,0.935,0.89,0.89,0.89,0.446,0.89,0.917,0.89
3IVN_1_B,0.89,0.89,0.0,0.935,0.89,0.89,0.89,0.866,0.89,0.917,0.89
3IWN_1_A,0.236,0.867,0.0,0.645,0.766,0.846,0.704,0.254,0.704,0.849,0.867
3IWN_1_B,0.218,0.867,0.0,0.639,0.776,0.843,0.708,0.809,0.708,0.867,0.867
3IYQ_1_A,0.444,0.432,0.512,0.507,0.461,0.444,0.389,0.34,0.43,0.584,0.925
3IYR_1_A,0.472,0.457,0.516,0.545,0.482,0.482,0.417,0.313,0.454,0.624,0.944
3IZ4_1_A,0.837,0.648,0.596,0.558,0.79,0.832,0.651,0.579,0.636,0.569,0.866
3IZD_1_A,0.989,1.0,0.0,0.932,0.894,1.0,0.966,0.796,1.0,0.83,0.933
3IZY_1_N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3IZZ_1_A,0.872,0.9,0.183,0.806,0.9,0.896,0.872,0.85,0.872,0.813,0.821
3IZZ_1_B,0.858,0.875,0.0,0.858,0.875,0.875,0.875,0.858,0.875,0.766,0.907
3IZZ_1_D,0.0,0.0,0.0,0.0,0.577,0.0,0.0,0.0,0.0,0.0,0.0
3IZZ_1_E,0.965,0.983,0.0,0.891,0.852,0.983,0.965,0.91,0.965,0.851,0.91
3J0D_1_A,0.858,0.858,0.151,0.739,0.909,0.905,0.858,0.858,0.858,0.905,0.818
3J0D_1_B,1.0,1.0,0.224,1.0,1.0,0.6,1.0,0.775,1.0,1.0,1.0
3J0D_1_C,1.0,1.0,0.316,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3J0D_1_D,1.0,1.0,0.816,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3J0D_1_E,1.0,1.0,0.436,1.0,1.0,1.0,1.0,0.756,1.0,1.0,1.0
3J0D_1_F,0.0,0.577,0.577,0.0,0.667,1.0,0.408,0.0,0.0,0.0,0.0
3J0D_1_h-H,0.877,0.439,0.105,0.0,0.629,0.877,0.0,0.0,0.0,0.686,0.614
3J0E_1_A,1.0,1.0,0.224,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0
3J0E_1_B,1.0,1.0,0.316,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3J0E_1_C,1.0,1.0,0.816,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3J0E_1_D,1.0,1.0,0.436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3J0E_1_e-E,0.877,0.439,0.105,0.0,0.629,0.877,0.0,0.0,0.0,0.686,0.614
3J0L_1_1,0.763,0.858,0.0,0.746,0.57,0.858,0.858,0.858,0.858,0.746,0.64
3J0L_1_2,0.816,0.308,0.0,0.308,0.805,0.327,0.327,0.327,0.327,0.537,0.308
3J0L_1_4,0.816,0.816,0.0,0.816,1.0,1.0,0.816,0.816,0.816,0.0,0.816
3J0L_1_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3J0L_1_7,0.0,0.0,0.0,0.447,0.837,0.837,0.738,0.0,0.0,0.527,0.0
3J0L_1_8,1.0,1.0,0.189,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3J0L_1_a,0.822,0.674,0.0,0.51,0.822,0.481,0.73,0.73,0.481,0.589,0.481
3J0L_1_b,1.0,0.0,0.707,0.0,0.707,1.0,0.0,0.0,0.0,1.0,1.0
3J0L_1_c,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3J0L_1_g-G-d,0.894,0.837,0.0,0.738,0.566,0.894,0.843,0.843,0.843,0.0,0.783
3J0L_1_h,0.964,0.877,0.0,0.866,0.945,0.873,0.887,0.945,0.964,0.849,0.852
3J0L_1_V,0.977,0.558,0.977,0.682,0.704,0.977,0.977,0.953,0.977,1.0,0.977
3J0L_1_W,1.0,0.595,1.0,0.0,0.723,1.0,1.0,0.973,1.0,1.0,1.0
3J0L_1_Y,1.0,0.6,1.0,0.71,0.788,1.0,1.0,0.43,1.0,1.0,1.0
3J0O_1_2,0.816,0.308,0.0,0.308,0.805,0.327,0.327,0.327,0.327,0.537,0.308
3J0O_1_4,0.816,0.816,0.0,0.816,1.0,1.0,0.816,0.816,0.816,0.0,0.816
3J0O_1_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3J0O_1_7,0.0,0.0,0.0,0.447,0.837,0.837,0.738,0.0,0.0,0.527,0.0
3J0O_1_8,1.0,1.0,0.189,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3J0O_1_a,0.822,0.674,0.0,0.51,0.822,0.481,0.73,0.73,0.481,0.589,0.481
3J0O_1_b,1.0,0.0,0.707,0.0,0.707,1.0,0.0,0.0,0.0,1.0,1.0
3J0O_1_c,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3J0O_1_g-G-d,0.894,0.837,0.0,0.738,0.566,0.894,0.843,0.843,0.843,0.0,0.783
3J0O_1_h,0.964,0.877,0.0,0.866,0.945,0.873,0.887,0.945,0.964,0.849,0.852
3J0O_1_V,0.977,0.558,0.977,0.682,0.704,0.977,0.977,0.953,0.977,1.0,0.977
3J0O_1_W,1.0,0.595,1.0,0.0,0.723,1.0,1.0,0.973,1.0,1.0,1.0
3J0O_1_Y,1.0,0.6,1.0,0.71,0.788,1.0,1.0,0.43,1.0,1.0,1.0
3J0P_1_2,0.816,0.308,0.0,0.308,0.805,0.327,0.327,0.327,0.327,0.537,0.308
3J0P_1_7,0.0,0.0,0.0,0.447,0.837,0.837,0.738,0.0,0.0,0.527,0.0
3J0P_1_a,0.822,0.674,0.0,0.51,0.822,0.481,0.73,0.73,0.481,0.589,0.481
3J0P_1_c,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3J0P_1_g-G-d,0.894,0.837,0.0,0.738,0.566,0.894,0.843,0.843,0.843,0.0,0.783
3J0P_1_h,0.964,0.877,0.0,0.866,0.945,0.873,0.887,0.945,0.964,0.849,0.852
3J0P_1_W,0.976,0.952,0.976,0.0,0.976,0.976,0.512,0.976,0.976,1.0,0.976
3J0P_1_Y,1.0,0.6,1.0,0.71,0.788,1.0,1.0,0.43,1.0,1.0,1.0
3J0Q_1_2,0.816,0.308,0.0,0.308,0.805,0.327,0.327,0.327,0.327,0.537,0.308
3J0Q_1_7,0.0,0.0,0.0,0.447,0.837,0.837,0.738,0.0,0.0,0.527,0.0
3J0Q_1_9,1.0,1.0,0.2,1.0,1.0,1.0,0.894,0.894,1.0,1.0,1.0
3J0Q_1_a,0.822,0.674,0.0,0.51,0.822,0.481,0.73,0.73,0.481,0.589,0.481
3J0Q_1_c,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3J0Q_1_g-G-d,0.894,0.837,0.0,0.738,0.566,0.894,0.843,0.843,0.843,0.0,0.783
3J0Q_1_h,0.964,0.877,0.0,0.866,0.945,0.873,0.887,0.945,0.964,0.849,0.852
3J0Q_1_W,0.976,0.952,0.976,0.0,0.976,0.976,0.512,0.976,0.976,1.0,0.976
3J0Q_1_Y,0.976,0.952,0.976,0.0,0.976,0.976,0.512,0.0,0.976,1.0,0.976
3J16_1_J,0.55,0.023,0.032,0.022,0.32,0.258,0.021,0.043,0.082,0.0,0.154
3J16_1_K,0.115,0.105,0.053,0.115,0.314,0.111,0.113,0.123,0.111,0.107,0.336
3J16_1_L,0.894,0.632,0.95,0.651,0.598,0.839,0.359,0.718,0.564,1.0,1.0
3J2C_1_O,0.989,0.955,0.0,0.908,0.845,0.956,0.74,0.874,0.899,0.447,0.833
3J3V_1_B,0.983,0.644,0.983,0.655,0.838,0.69,0.69,0.712,0.712,0.877,0.983
3J45_1_1,0.84,0.728,0.0,0.63,0.728,0.658,0.63,0.63,0.63,0.55,0.546
3J45_1_2,1.0,1.0,0.354,1.0,1.0,1.0,1.0,1.0,1.0,0.935,1.0
3J45_1_3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3J45_1_5,0.899,0.83,0.237,0.899,0.765,0.83,0.745,0.793,0.852,0.809,0.846
3J46_1_1,0.84,0.728,0.0,0.63,0.728,0.658,0.63,0.63,0.63,0.55,0.546
3J46_1_2,1.0,1.0,0.354,1.0,1.0,1.0,1.0,1.0,1.0,0.935,1.0
3J46_1_3,0.913,1.0,0.236,0.913,1.0,0.913,0.913,0.913,0.913,0.913,1.0
3J46_1_4,0.899,0.83,0.283,0.899,0.765,0.83,0.745,0.793,0.852,0.809,0.885
3J46_1_a,1.0,0.601,0.781,0.667,0.72,1.0,1.0,0.514,1.0,1.0,0.976
3J46_1_p,1.0,1.0,1.0,0.895,0.541,1.0,0.651,0.651,0.651,1.0,1.0
3J5L_1_B,0.924,0.149,0.908,0.501,0.639,0.728,0.229,0.232,0.223,0.939,0.924
3J5S_1_A,0.929,0.659,0.0,0.793,0.514,0.605,0.652,0.832,0.659,0.426,0.763
3J5S_1_B,0.0,0.913,0.236,0.913,0.913,0.913,1.0,0.913,0.913,0.833,0.612
3J5S_1_E,0.976,0.952,0.976,0.794,0.976,0.976,0.512,0.976,0.976,1.0,0.976
3J5Y_1_D,0.857,0.816,0.98,0.725,0.492,0.742,0.426,0.384,0.417,1.0,0.98
3J6B_1_e,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.913,1.0,1.0,1.0
3J6X_1_5S,0.87,0.901,0.957,0.733,0.748,0.694,0.845,0.817,0.676,0.943,0.972
3J6Y_1_5S,0.874,0.904,0.959,0.742,0.756,0.703,0.849,0.822,0.684,0.945,0.973
3J77_1_5S,0.874,0.904,0.959,0.742,0.756,0.703,0.849,0.822,0.684,0.945,0.973
3J77_1_PT,0.976,0.952,0.976,0.794,0.976,0.976,0.512,0.326,0.976,1.0,0.976
3J78_1_5S,0.874,0.904,0.959,0.742,0.756,0.703,0.849,0.822,0.684,0.945,0.973
3J78_1_ET,0.976,0.952,0.976,0.794,0.976,0.976,0.512,0.326,0.976,1.0,0.976
3J78_1_PT,0.976,0.952,0.976,0.794,0.976,0.976,0.512,0.326,0.976,1.0,0.976
3J79_1_B,0.943,0.845,0.913,0.87,0.238,0.761,0.269,0.857,0.873,0.972,0.958
3J7A_1_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3J7O_1_7,0.968,0.8,0.968,0.717,0.816,0.625,0.826,0.904,0.938,0.969,0.968
3J7P_1_7,0.968,0.8,0.968,0.717,0.816,0.625,0.826,0.904,0.938,0.969,0.968
3J7Q_1_7,0.968,0.8,0.968,0.717,0.816,0.625,0.826,0.904,0.938,0.969,0.968
3J7R_1_7,0.968,0.8,0.968,0.717,0.816,0.625,0.826,0.904,0.938,0.969,0.968
3J7R_1_S5,0.763,0.545,0.402,0.564,0.636,0.818,0.818,0.818,0.818,0.87,0.763
3J7R_1_S6,0.74,0.529,0.404,0.63,0.713,0.713,0.546,0.689,0.689,0.689,0.667
3J7Y_1_B,0.596,0.784,0.333,0.583,0.583,0.654,0.63,0.315,0.63,0.745,0.64
3J7Z_1_B,0.971,0.254,0.971,0.663,0.282,0.628,0.25,0.254,0.244,0.986,0.971
3J81_1_1,1.0,0.5,0.791,0.6,0.683,1.0,0.527,1.0,1.0,1.0,0.821
3J8G_1_A,0.788,0.0,0.935,0.164,0.258,0.0,0.246,0.0,0.182,0.832,0.788
3J92_1_2,0.976,0.976,0.847,0.851,0.976,0.976,0.976,0.976,0.976,1.0,0.976
3J92_1_7,0.972,0.822,0.972,0.747,0.838,0.639,0.845,0.915,0.944,0.972,0.972
3J9B_1_K-L,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3J9M_1_B,0.0,0.324,0.429,0.35,0.55,0.324,0.605,0.324,0.324,0.728,0.658
3J9W_1_AX,1.0,0.713,1.0,0.72,0.617,1.0,0.601,0.586,0.713,1.0,1.0
3J9W_1_BB,0.984,0.635,0.967,0.656,0.83,0.689,0.689,0.699,0.699,0.871,0.984
3J9Y_1_B,0.972,0.274,0.972,0.674,0.304,0.901,0.27,0.25,0.264,0.986,0.972
3J9Y_1_v,0.551,0.512,0.709,0.582,0.901,0.976,0.524,0.976,0.512,0.927,0.976
3J9Z_1_LB,0.986,0.286,0.971,0.696,0.319,0.853,0.278,0.261,0.271,0.986,0.971
3J9Z_1_S6,0.976,0.501,0.976,0.701,0.976,0.976,0.952,0.976,0.976,1.0,1.0
3J9Z_1_S7,0.972,0.541,0.972,0.611,0.669,0.972,0.972,0.943,0.972,1.0,0.972
3JA1_1_LB,0.986,0.286,0.971,0.696,0.319,0.853,0.278,0.261,0.271,0.986,0.971
3JA1_1_S2,1.0,0.513,1.0,0.718,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3JAG_1_2,0.657,0.62,0.975,0.62,0.478,0.975,0.564,0.0,0.0,0.975,0.975
3JAG_1_3,0.975,0.738,0.975,0.7,0.949,0.975,0.738,0.616,0.65,0.975,0.975
3JAG_1_7,0.972,0.822,0.972,0.747,0.838,0.639,0.845,0.915,0.944,0.972,0.972
3JAH_1_2,0.657,0.62,0.975,0.62,0.478,0.975,0.564,0.0,0.0,0.975,0.975
3JAH_1_3,0.975,0.738,0.975,0.7,0.949,0.975,0.738,0.616,0.65,0.975,0.975
3JAH_1_7,0.972,0.822,0.972,0.747,0.838,0.639,0.845,0.915,0.944,0.972,0.972
3JAI_1_2,0.657,0.62,0.975,0.62,0.478,0.975,0.564,0.0,0.0,0.975,0.975
3JAI_1_3,0.975,0.738,0.975,0.7,0.949,0.975,0.738,0.616,0.65,0.975,0.975
3JAI_1_7,0.972,0.822,0.972,0.747,0.838,0.639,0.845,0.915,0.944,0.972,0.972
3JAJ_1_3,1.0,1.0,1.0,0.842,0.649,1.0,0.649,0.811,0.842,1.0,1.0
3JAJ_1_4,0.946,0.159,0.025,0.398,0.399,0.156,0.163,0.124,0.155,0.383,0.698
3JAJ_1_7,0.969,0.806,0.969,0.725,0.822,0.606,0.831,0.907,0.939,0.97,0.969
3JAN_1_3,1.0,1.0,1.0,0.842,0.649,1.0,0.649,0.811,0.842,1.0,1.0
3JAN_1_4,0.946,0.159,0.025,0.398,0.399,0.156,0.163,0.124,0.155,0.383,0.698
3JAN_1_7,0.969,0.806,0.969,0.725,0.822,0.606,0.831,0.907,0.939,0.97,0.969
3JAP_1_1,1.0,1.0,1.0,1.0,0.698,1.0,0.501,0.976,1.0,1.0,1.0
3JAQ_1_1,0.723,0.668,0.081,0.574,0.688,0.723,0.368,0.688,0.723,0.89,0.688
3JB7_1_t-m,0.0,1.0,0.0,0.0,0.0,0.0,0.775,0.0,0.0,0.0,0.0
3JB9_1_C,0.84,0.983,0.152,0.913,0.863,0.949,0.932,0.915,0.949,0.843,0.794
3JB9_1_N-P,0.58,0.485,0.052,0.5,0.329,0.478,0.478,0.412,0.406,0.557,0.329
3JBN_1_7,0.976,0.501,0.976,0.524,0.72,0.976,0.512,0.976,0.512,0.976,0.976
3JBN_1_AB,0.943,0.845,0.913,0.87,0.238,0.761,0.269,0.841,0.873,0.972,0.958
3JBO_1_7,0.973,0.489,0.946,0.513,0.688,0.973,0.501,0.973,0.501,0.973,0.973
3JBO_1_AB,0.943,0.845,0.913,0.87,0.238,0.761,0.269,0.841,0.873,0.972,0.958
3JBP_1_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3JBP_1_AB,0.943,0.845,0.913,0.87,0.238,0.761,0.269,0.841,0.873,0.972,0.958
3JBU_1_a,0.967,0.222,0.967,0.651,0.247,0.575,0.222,0.219,0.21,0.984,0.967
3JBU_1_v,0.91,0.412,0.91,0.401,0.194,0.91,0.91,0.412,0.91,0.91,0.91
3JBV_1_a,0.966,0.276,0.966,0.814,0.298,0.621,0.267,0.276,0.262,0.983,0.966
3JBV_1_V,1.0,0.516,1.0,0.775,0.668,1.0,0.364,0.968,0.364,1.0,1.0
3JBV_1_W,0.875,0.5,0.875,0.5,0.5,0.875,0.5,0.5,0.5,0.825,0.875
3JCD_1_8,0.977,0.558,0.977,0.682,0.704,0.977,0.977,0.953,0.977,1.0,0.977
3JCD_1_9,1.0,0.645,1.0,0.775,0.75,1.0,1.0,0.968,1.0,1.0,1.0
3JCD_1_B,0.97,0.232,0.97,0.652,0.259,0.616,0.229,0.232,0.223,0.985,0.97
3JCE_1_6,0.956,0.578,0.956,0.696,0.688,0.956,0.956,0.933,0.956,0.957,0.956
3JCE_1_8,0.976,0.952,0.976,0.794,0.976,0.976,0.512,0.976,0.976,1.0,0.976
3JCE_1_9,0.889,0.4,0.889,0.615,0.56,0.889,0.889,0.889,0.889,0.889,0.889
3JCE_1_B,0.97,0.232,0.97,0.652,0.259,0.616,0.229,0.232,0.223,0.985,0.97
3JCJ_1_0,0.97,0.257,0.97,0.652,0.287,0.616,0.254,0.257,0.247,0.985,0.97
3JCJ_1_v,0.556,0.513,0.711,0.592,0.919,1.0,0.526,1.0,0.513,0.947,1.0
3JCM_1_E,1.0,1.0,0.0,1.0,0.273,1.0,1.0,1.0,1.0,0.667,1.0
3JCM_1_F,0.677,1.0,0.0,0.394,0.377,0.966,0.876,0.316,0.316,0.634,0.329
3JCN_1_B,0.972,0.274,0.972,0.674,0.304,0.639,0.247,0.25,0.264,0.986,0.972
3JCN_1_v,0.53,0.487,0.693,0.567,0.915,1.0,0.5,1.0,0.487,0.944,1.0
3JCS_1_3,0.491,0.521,0.047,0.566,0.444,0.652,0.362,0.48,0.326,0.588,0.379
3JCS_1_4,0.331,0.914,0.0,0.925,0.871,0.643,0.975,0.963,0.963,0.635,0.801
3JCS_1_5,0.541,0.201,0.0,0.211,0.216,0.211,0.211,0.211,0.211,0.295,0.211
3JCS_1_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3JCS_1_8,0.979,0.958,0.685,0.936,0.802,0.936,0.401,0.383,0.468,1.0,0.979
3JCT_1_3,0.867,0.899,0.956,0.725,0.759,0.686,0.841,0.829,0.667,0.942,0.971
3JCT_1_6,0.674,0.957,0.0,0.957,0.957,0.957,0.714,0.917,0.917,0.913,0.917
3JQ4_1_B,0.818,1.0,0.969,0.939,0.508,1.0,0.813,0.875,0.909,0.969,0.969
3JXQ_1_B-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.289
3JXQ_1_L-K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.289
3JXR_1_A-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.289
3K0J_1_E,0.574,0.622,0.189,0.652,0.513,0.889,0.592,0.978,0.553,1.0,0.622
3K0J_1_F,0.548,0.593,0.185,0.625,0.49,0.87,0.566,0.957,0.531,0.979,0.593
3K1V_1_A,0.707,0.791,0.0,0.791,0.791,0.791,0.791,0.707,0.791,0.935,1.0
3KFU_1_K,0.977,0.977,0.059,0.884,0.906,0.977,0.977,0.953,0.977,0.977,0.977
3KFU_1_L,0.977,0.977,0.059,0.884,0.906,0.977,0.977,0.953,0.977,0.977,0.977
3KFU_1_M,0.977,0.977,0.495,0.884,0.906,0.977,0.977,0.953,0.977,0.977,0.977
3KFU_1_N,0.977,0.977,0.495,0.884,0.906,0.977,0.977,0.953,0.977,0.977,0.977
3KLV_1_B-C,0.0,1.0,0.0,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.5
3KMQ_1_B-C,0.775,1.0,0.447,0.775,0.775,0.775,0.775,0.775,0.775,0.894,0.775
3KMS_1_B-C,0.0,1.0,0.0,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.632
3KNA_1_B-C,0.0,1.0,0.0,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.5
3KOA_1_B-C,0.0,0.0,0.0,0.0,0.0,0.816,0.0,0.0,0.0,0.816,0.0
3KS8_1_E-F,0.943,1.0,0.118,0.943,0.943,0.943,0.913,0.913,0.943,0.972,1.0
3KTV_1_A,0.969,0.688,0.0,0.737,0.589,0.969,0.813,0.646,0.585,0.593,0.579
3KTV_1_C,0.943,0.783,0.098,0.69,0.599,0.753,0.812,0.471,0.6,0.543,0.507
3KTW_1_C,0.966,0.644,0.0,0.78,0.586,0.966,0.966,0.586,0.576,1.0,0.712
3KTW_1_D,0.964,0.571,0.0,0.618,0.597,0.964,0.907,0.519,0.519,0.982,0.69
3L0U_1_A,0.977,0.558,0.977,0.682,0.704,0.977,0.977,0.489,0.977,1.0,0.977
3L25_1_C-F,0.791,1.0,0.204,0.866,0.866,0.866,0.791,0.791,0.866,0.935,1.0
3L3C_1_P,0.686,0.829,0.036,0.895,0.607,0.841,0.58,0.706,0.588,0.829,0.886
3L3C_1_Q,0.7,0.825,0.031,0.911,0.533,0.836,0.625,0.539,0.65,0.827,0.902
3L3C_1_R,0.7,0.825,0.031,0.911,0.533,0.836,0.625,0.55,0.65,0.827,0.902
3L3C_1_S,0.656,0.813,0.04,0.902,0.578,0.826,0.572,0.492,0.603,0.811,0.875
3LA5_1_A,0.913,0.913,0.0,0.913,0.913,0.913,0.913,0.913,0.913,0.87,0.939
3LOA_1_B-A,0.545,0.759,0.258,0.408,0.467,0.894,0.501,0.447,0.501,0.467,0.43
3LQX_1_B,1.0,1.0,0.129,0.931,0.931,1.0,1.0,1.0,1.0,1.0,1.0
3LRN_1_C-D,0.913,1.0,0.109,0.957,0.957,0.957,0.957,0.957,0.957,0.913,0.957
3LRR_1_C-D,0.0,0.894,0.283,0.894,0.0,0.949,0.949,0.949,0.949,0.0,0.141
3LWO_1_D,1.0,1.0,0.283,1.0,1.0,1.0,1.0,0.968,1.0,1.0,1.0
3LWP_1_D,1.0,1.0,0.283,1.0,1.0,1.0,1.0,0.968,1.0,1.0,1.0
3LWQ_1_D,1.0,1.0,0.283,1.0,1.0,1.0,1.0,0.968,1.0,1.0,1.0
3LWR_1_D,1.0,1.0,0.283,1.0,1.0,1.0,1.0,0.968,1.0,1.0,1.0
3LWV_1_D,1.0,1.0,0.283,1.0,1.0,1.0,1.0,0.968,1.0,1.0,1.0
3MEI_1_A-B,0.0,0.824,0.325,0.0,0.0,0.389,0.0,0.0,0.0,0.69,0.765
3MJ3_1_B,0.943,1.0,0.252,1.0,1.0,0.882,1.0,0.943,1.0,1.0,1.0
3MJA_1_B,0.943,1.0,0.252,1.0,1.0,0.882,1.0,0.943,1.0,1.0,1.0
3MJB_1_A,0.943,1.0,0.252,1.0,1.0,0.882,1.0,0.943,1.0,1.0,1.0
3MOJ_1_A,0.839,1.0,0.093,1.0,0.836,0.957,0.956,0.511,1.0,1.0,0.622
3MQK_1_D-E,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3MUM_1_R,0.349,0.358,0.0,0.524,0.85,0.85,0.245,0.25,0.349,0.895,0.512
3MUR_1_R,0.267,0.375,0.0,0.456,0.328,0.843,0.261,0.255,0.267,0.891,0.375
3MUT_1_R,0.349,0.358,0.0,0.512,0.85,0.85,0.245,0.25,0.349,0.895,0.436
3MUV_1_R,0.349,0.894,0.0,0.566,0.805,0.872,0.725,0.25,0.349,0.873,0.694
3MXH_1_R,0.262,0.367,0.0,0.524,0.826,0.85,0.256,0.25,0.262,0.895,0.358
3NCU_1_C-D,0.894,0.949,0.0,0.949,0.949,0.949,0.949,0.949,0.949,0.949,0.949
3NDB_1_M,0.966,0.978,0.0,0.874,0.943,1.0,1.0,0.989,1.0,0.818,0.923
3NJ7_1_A-B,0.791,1.0,0.0,0.25,0.791,0.791,0.0,0.0,0.0,0.866,0.707
3NJ7_1_C-D,0.791,1.0,0.0,0.25,0.791,0.791,0.0,0.0,0.0,0.866,0.707
